Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 2507,17031250700,5932,12.588926693473551,8.0,16.702752861119702,81.55019059720458,7.547649301143583,10.474168435951874,40916.79975154728,32.648870636550306,1.6857407980204144,73.89421589854625,22.656974945870708
Census tract,Tract 2508,17031250800,2432,10.91719272187152,7.2,19.97772001485332,83.36192109777015,6.975414522584334,9.499637418419145,57809.28365757891,14.48199034533977,0.3341997772001485,84.88674340883773,13.293724470850352
Census tract,Tract 2510,17031251000,1075,15.797101449275363,7.6,11.594202898550725,77.94811320754717,12.617924528301888,20.5607476635514,29057.309612014462,49.492753623188406,0.0,70.72463768115942,29.275362318840585
Census tract,Tract 2511,17031251100,4468,5.633802816901409,11.7,20.796654929577464,72.59568993245416,14.055966548729495,7.45697896749522,35164.02094101466,21.58940397350993,0.1540492957746478,69.65228873239437,28.477112676056336
Census tract,Tract 2512,17031251200,3910,26.015625,9.2,31.328125,81.31487889273356,5.88235294117647,18.95845523698069,42621.36076665409,8.489583333333334,0.3385416666666667,66.11979166666667,33.541666666666664
Census tract,Tract 2513,17031251300,5098,7.50762970498474,8.3,29.196337741607326,83.65913255956016,11.17898594990837,8.987090367428003,35686.66740610927,24.98474059003052,2.5839267548321465,84.39471007121058,11.373346897253306
Census tract,Tract 2514,17031251400,3986,5.360991379310344,7.6,24.51508620689655,90.95598349381018,15.646492434662996,14.022988505747128,20198.91049047228,23.486486486486484,10.371767241379311,84.42887931034483,4.4719827586206895
Census tract,Tract 2515,17031251500,4342,13.876040703052729,10.9,20.18963922294172,70.64025468694729,6.685532366466218,26.19888944977284,36747.548037889035,31.525029103608848,0.9944495837187788,75.04625346901017,21.27659574468085
Census tract,Tract 2516,17031251600,3522,11.535008976660682,11.6,18.110412926391383,83.05716652858325,6.628003314001657,13.189600507292326,32474.683954834843,31.73249551166966,7.697486535008976,61.82675044883303,27.894973070017954
Census tract,Tract 2517,17031251700,1347,10.61192873741286,5.2,25.79395817195972,82.90043290043289,8.225108225108226,7.792207792207792,48379.64111892455,25.406661502711074,2.478698683191325,74.05112316034082,23.470178156467856
Census tract,Tract 2518,17031251800,5101,7.964437858862753,11.3,14.687905167623631,84.60133901399878,8.855751673767498,18.877772944758597,27820.37964462388,47.0377358490566,0.1481755880718651,91.8688646045564,5.982589368401555
Census tract,Tract 2519,17031251900,5387,12.308297286669289,9.1,12.937475422729062,90.9090909090909,7.284970921334557,18.425324675324678,24115.091284189977,42.29256783326779,1.6515926071569011,91.34880062917814,4.266614235155329
Census tract,Tract 2520,17031252000,5646,4.588941138316847,9.4,19.247608237392573,79.45818610129565,14.770318021201415,27.51748251748252,27137.271545508993,27.971461002107997,6.959416613823716,85.38363982244769,6.008243500317058
Census tract,Tract 2521.01,17031252101,1502,14.075067024128687,10.5,22.184986595174266,86.53683319221,17.696867061812025,14.285714285714285,32618.640963641607,28.929539295392956,1.0723860589812333,92.15817694369971,1.8096514745308312
Census tract,Tract 2521.02,17031252102,6187,20.982905982905983,7.3,13.675213675213676,83.345507669832,4.845385926467007,11.697979439914924,43329.22580358925,14.4017094017094,0.0,75.42735042735043,19.330484330484328
Census tract,Tract 2522.01,17031252201,2940,4.467713787085515,8.8,12.600349040139616,85.84615384615385,12.967032967032967,28.97765741367637,43993.07850662171,32.07678883071553,3.560466543891958,93.9840392879067,2.056476365868631
Census tract,Tract 2522.02,17031252202,4783,9.282103134479271,11.3,17.613751263902934,86.59397049390634,5.8691468890314304,20.399490012749684,37746.99478692961,35.10659898477157,0.8088978766430739,95.38928210313448,1.5369059656218402
Census tract,Tract 2601,17031260100,1477,13.287401574803152,11.5,27.65748031496063,72.3669309173273,10.98527746319366,15.980629539951574,17335.35801592759,31.988188976377952,2.1653543307086616,91.33858267716536,5.31496062992126
Census tract,Tract 2602,17031260200,1054,7.305194805194805,9.3,19.15584415584416,64.84472049689441,10.93167701863354,4.280821917808219,42047.36657867299,20.211898940505296,0.487012987012987,86.36363636363636,12.094155844155845
Census tract,Tract 2603,17031260300,1528,11.128860489882854,10.5,18.317358892438765,62.65597147950089,4.09982174688057,14.87481590574374,19016.079016837106,59.57333333333333,2.3961661341853038,85.56975505857295,11.87433439829606
Census tract,Tract 2604,17031260400,1398,4.259850905218317,12.7,34.71778487752928,56.50406504065041,2.032520325203252,25.42372881355932,,53.88711395101171,0.0,86.26198083067092,11.608093716719916
Census tract,Tract 2605,17031260500,1833,6.22524052065648,10.399999999999999,21.78834182229768,79.74468085106383,7.48936170212766,19.14634146341464,35853.54750549036,21.52974504249292,0.2263723825693265,97.73627617430674,2.037351443123939
Census tract,Tract 2606,17031260600,2114,9.50792326939116,13.1,22.81067556296914,69.71830985915493,8.137715179968701,32.373386295928505,43744.59220479602,27.07348517404383,1.2510425354462051,95.78815679733113,2.585487906588824
Census tract,Tract 2607,17031260700,1691,6.561679790026247,11.0,33.33333333333333,68.18936877076412,10.6312292358804,12.157534246575343,39351.61112713237,26.706036745406823,0.9186351706036744,96.25984251968504,2.8215223097112863
Census tract,Tract 2608,17031260800,2271,16.34182908545727,11.2,21.289355322338828,85.81255374032673,6.0189165950128976,38.19530284301607,36398.200137536325,35.08245877061469,5.897051474262868,92.50374812593704,0.4497751124437781
Census tract,Tract 2609,17031260900,1778,12.369477911646587,8.7,18.71485943775101,88.65497076023392,7.017543859649122,20.614035087719294,17803.905987266797,43.855421686746986,7.994078460399703,86.23242042931162,4.293116210214656
Census tract,Tract 2610,17031261000,2289,2.6455026455026456,9.2,18.82716049382716,86.41339343206697,9.207984546039922,11.96043165467626,41340.41846536081,22.84826974267968,0.0,93.95943562610228,6.040564373897707
Census tract,Tract 2705,17031270500,1619,2.753623188405797,11.4,22.536231884057973,61.43790849673203,11.11111111111111,19.897959183673468,18078.9830741587,53.188405797101446,1.0144927536231882,98.9855072463768,0.0
Census tract,Tract 2712,17031271200,1172,9.176300578034684,8.1,11.560693641618498,78.30923248053394,27.03003337041157,22.50453720508167,29709.242307948265,32.44219653179191,8.526011560693641,88.07803468208093,2.4566473988439306
Census tract,Tract 2713,17031271300,1060,4.875518672199171,10.3,14.522821576763487,81.78694158075601,16.323024054982817,15.310077519379844,21914.474589054767,37.86307053941909,0.7261410788381742,88.58921161825725,3.5269709543568464
Census tract,Tract 2714,17031271400,1535,14.643119941133186,8.8,19.131714495952902,90.38238702201622,22.363847045191196,24.58410351201479,37291.28374631203,29.20681986656783,15.673289183222956,73.06843267108167,3.6055923473142015
Census tract,Tract 2715,17031271500,1373,10.340136054421768,7.799999999999999,23.537414965986397,75.42627883650952,13.440320962888666,5.7507987220447285,38667.586104394504,12.721088435374153,2.7210884353741496,82.6530612244898,7.82312925170068
Census tract,Tract 2718,17031271800,976,8.536585365853659,12.599999999999998,10.21341463414634,89.87341772151899,24.81012658227848,6.944444444444445,53334.69637747066,4.573170731707317,2.4390243902439024,95.42682926829268,2.1341463414634148
Census tract,Tract 2801,17031280100,7421,2.6820419797875097,1.7000000000000002,3.355791655869396,99.62362478286046,91.40127388535032,2.126428468103573,125048.2098538122,4.928848641655886,69.00388098318241,2.1345407503234157,6.830530401034929
Census tract,Tract 2804,17031280400,1231,4.497540407589599,7.5,18.973998594518623,81.04925053533191,18.52248394004283,0.8130081300813009,40724.24579072295,23.125884016973124,12.227687983134224,79.2691496837667,6.816584680252986
Census tract,Tract 2808,17031280800,1198,3.098927294398093,8.0,25.387365911799765,85.8108108108108,23.47972972972973,12.649164677804295,19349.83921559928,36.471990464839095,7.159624413145541,77.46478873239437,7.981220657276995
Census tract,Tract 2809,17031280900,1077,19.429590017825312,8.1,14.705882352941178,94.28571428571428,53.17460317460318,2.6717557251908395,43814.27840014197,30.83778966131907,9.358288770053475,77.18360071301248,2.406417112299465
Census tract,Tract 2819,17031281900,7031,1.0520077048451622,1.6,3.5264483627204037,99.07147862648914,90.69726699369306,3.024781341107872,124007.50154173783,5.42123441958252,48.170099273966514,5.200770484516225,12.29811823973922
Census tract,Tract 2827,17031282700,2558,5.884975479268836,3.6,9.050378956754347,95.87696335078532,53.46858638743456,7.677419354838709,72739.55101044833,15.623592976136877,28.39946500222916,34.99777084262149,24.074899687917966
Census tract,Tract 2828,17031282800,1634,13.484646194926569,3.2,2.136181575433912,92.46724890829694,60.58951965065502,9.344660194174756,74533.05361698351,17.222963951935917,30.106809078771697,5.674232309746328,48.13084112149533
Census tract,Tract 2831,17031283100,2717,10.150238182484426,3.9,14.657383657017222,86.99719363891487,61.73994387277831,10.734870317002882,40462.92255817565,33.7852693294247,23.085379259802124,20.96005862953463,19.42103334554782
Census tract,Tract 2832,17031283200,1670,0.9264620729588882,3.5,7.932831499710481,96.7391304347826,60.96837944664032,10.228401191658392,52315.07730872468,19.10828025477707,26.577880718008107,51.82397220613781,4.921829762594094
Census tract,Tract 2838,17031283800,3343,5.964611872146119,3.8,7.819634703196347,91.875,49.79166666666666,4.218985434455048,70990.06073781583,20.11986301369863,25.68493150684932,59.3607305936073,5.707762557077626
Census tract,Tract 2909,17031290900,3975,7.168120726243811,8.9,23.1077576043386,77.5887038377987,6.66183924692252,21.11231101511879,31495.409525499676,44.1641122376798,1.509078047630276,97.57132751709504,0.4480075453902382
Census tract,Tract 2912,17031291200,2286,10.899390243902438,8.6,17.911585365853657,76.95473251028807,17.28395061728395,8.664772727272728,22116.19778610883,31.2888198757764,0.0762195121951219,95.8079268292683,4.115853658536586
Census tract,Tract 2916,17031291600,874,5.668299510146956,4.7,14.135759272218335,62.64073694984646,30.60388945752303,10.416666666666668,110220.63794671575,14.23512747875354,18.40447865640308,10.146955913226034,71.44856543037089
Census tract,Tract 2922,17031292200,2942,13.937007874015746,9.0,17.440944881889763,81.36686009026435,16.183107672469372,11.389128559102677,30933.335344617226,34.881889763779526,2.8346456692913384,74.37007874015748,13.503937007874017
Census tract,Tract 2924,17031292400,2041,15.58073654390935,8.2,14.44759206798867,81.42726440988106,13.54071363220494,6.609547123623011,38396.1767119945,35.977337110481585,19.60339943342776,77.39376770538243,2.946175637393768
Census tract,Tract 2925,17031292500,4057,24.29933545218145,9.1,25.77289800635654,85.41414141414141,22.626262626262623,18.89610389610389,48138.49020608265,23.17249349898873,0.8379081190407397,76.3363189829529,17.04709621496677
Census tract,Tract 3005,17031300500,3243,23.98148148148148,5.9,5.339506172839506,62.19512195121951,17.120075046904315,7.712082262210797,46147.849020608264,23.88888888888889,4.567901234567901,1.9444444444444444,93.48765432098766
Census tract,Tract 3006,17031300600,3253,24.770642201834864,6.2,15.81651376146789,59.292929292929294,6.161616161616162,11.526232114467408,44851.31901772444,24.50693937180424,4.043600562587905,12.62306610407876,82.0675105485232
Census tract,Tract 3007,17031300700,4798,24.733876017532875,5.8,8.265497808390734,59.35415935415935,14.812214812214814,12.239275875639512,42686.46234388518,9.580463368816533,0.4383218534752661,0.0,94.86537257357546
Census tract,Tract 3008,17031300800,4136,31.321564885496183,7.1,6.011450381679389,62.62814538676608,3.867660764212488,5.453306066802999,27217.960824330617,47.80534351145038,1.359732824427481,0.0,98.09160305343512
Census tract,Tract 3009,17031300900,4553,17.80543561087122,6.4,19.25323850647701,62.36363636363637,7.018181818181818,3.879598662207358,30043.91943033341,39.49707899415799,3.02260604521209,0.0254000508001015,96.9519939039878
Census tract,Tract 3011,17031301100,2323,13.158987131589871,5.3,13.20049813200498,47.36507936507937,12.88888888888889,5.429417571569595,31732.892743849683,14.113740141137402,12.61934412619344,3.9435450394354494,83.43711083437111
Census tract,Tract 3012,17031301200,4087,12.45920522173162,6.8,14.513342292186602,69.51837769328264,15.209125475285171,17.605340008343763,45882.85809356906,24.63044730274525,6.431176809368401,15.089268573622578,75.44634286811288
Census tract,Tract 3016,17031301600,4995,15.552817985833077,5.9,25.408068986757005,57.74257425742574,11.207920792079207,21.193573068094874,26079.141684598148,20.97320603634124,3.726516784724361,3.2029565753002776,92.05420388050509
Census tract,Tract 3017.01,17031301701,4279,20.38049940546968,5.6,19.54815695600476,55.12402088772846,9.301566579634466,6.630911750365676,47785.474611238045,19.120095124851368,9.726516052318669,0.0,88.03804994054697
Census tract,Tract 3017.02,17031301702,4121,24.91434165442976,5.2,6.877141458639256,58.64093959731543,6.669463087248322,9.75473801560758,40007.21151755806,16.43460964694182,1.83553597650514,0.0,98.16446402349486
Census tract,Tract 3018.01,17031301801,3947,16.91140479686735,5.3,5.139500734214391,69.89981785063752,13.797814207650273,12.508497620666216,32806.61030635107,33.11306901615272,1.811062163485071,0.048947626040137,98.1399902104748
Census tract,Tract 3018.02,17031301802,3376,14.487228364468166,5.9,7.662981319100266,65.57788944723619,13.06532663316583,7.128514056224899,30870.984538255063,14.944719786504004,2.973694243232939,0.4193671368661837,96.60693861990087
Census tract,Tract 3018.03,17031301803,5107,10.795454545454543,4.5,7.9229797979797985,74.89397794741306,9.499575911789652,12.985179957657024,33027.588899487564,13.98358585858586,1.167929292929293,0.0,98.83207070707071
Census tract,Tract 3102,17031310200,1588,6.633771929824562,3.5,3.8377192982456143,90.70967741935485,63.61290322580645,5.737704918032787,122301.10667938508,6.219042377545405,35.47149122807017,5.043859649122807,40.02192982456141
Census tract,Tract 3103,17031310300,1767,10.021786492374728,3.6,10.076252723311546,67.37320211960636,36.56320968962907,0.1892147587511826,61143.21795070875,4.193899782135077,17.374727668845317,2.941176470588235,76.19825708061002
Census tract,Tract 3104,17031310400,1375,13.324175824175825,2.7,7.348901098901099,84.26103646833013,43.09021113243762,10.73684210526316,71511.79027928747,10.43956043956044,22.93956043956044,0.4120879120879121,67.71978021978022
Census tract,Tract 3105,17031310500,1399,25.57848655409631,4.3,9.881175734834272,71.63299663299664,18.60269360269361,10.706401766004417,53475.9026154085,8.067542213883677,13.3833646028768,0.7504690431519699,85.17823639774859
Census tract,Tract 3106,17031310600,5498,9.707686755683868,4.2,10.303139660772285,78.50940665701881,41.63048721659431,5.790711346266901,67401.2216774995,8.679177192349332,28.09455070371707,2.093107181522916,60.70010826416456
Census tract,Tract 3107,17031310700,1700,19.12850812407681,4.1,14.32791728212703,73.14917127071823,42.87292817679558,14.146341463414632,57442.514208389715,20.38404726735598,18.75923190546529,6.72082717872969,61.74298375184638
Census tract,Tract 3108,17031310800,4175,16.61990071228146,4.1,7.964601769911504,74.3125,38.6875,7.897664071190211,58480.47174959515,22.685085257932226,19.87912799481977,0.3237642995898985,73.21390028059572
Census tract,Tract 3109,17031310900,4781,12.922262922262922,4.8,13.186813186813188,79.1178112786153,37.49302065884981,8.573412009718847,71783.19967168747,22.71062271062271,18.192918192918192,2.462352462352462,75.78347578347578
Census tract,Tract 3201.01,17031320101,9532,8.606604533425383,2.5999999999999996,9.078356920952707,95.31709927749532,80.82686647043083,5.16571005369376,109678.73608553871,3.601426763318375,52.8661688684664,5.571510626076967,10.22400919012062
Census tract,Tract 3201.02,17031320102,4846,2.4866457911217537,2.6000000000000005,4.291766439491619,100.0,90.23489047242016,1.3896037056098816,148560.8823177089,9.966777408637874,58.57432307975687,0.957819119543194,11.383311843801804
Census tract,Tract 3204,17031320400,2856,12.549933422103862,1.8,7.1904127829560585,98.2773471145564,91.98966408268734,11.463550361713969,148672.7469997116,10.766847405112316,58.15579227696405,13.548601864181093,8.388814913448735
Census tract,Tract 3206,17031320600,6395,3.15565729234794,2.3,8.649444081098757,100.0,89.24862553451436,4.883775534162949,99321.16684043568,11.812216052498735,53.9077828646174,10.300850228907784,14.241334205362982
Census tract,Tract 3301.01,17031330101,4592,7.523448413490322,2.6,2.793853522251048,97.76286353467562,86.24161073825503,1.9298245614035088,162528.37986645664,5.767311913789663,55.35821193374576,2.893634005188585,9.27958491319098
Census tract,Tract 3301.02,17031330102,10811,1.7053135073307684,2.6,8.984090672766975,95.76543209876544,81.96296296296296,3.063457330415755,103394.14157368176,2.1732348965373816,45.93948216699594,26.71311219715088,6.956431319538317
